BN,FPE,Form ID,200,210,220,230,240,250,260
781661889RR0001,2021-12-31,25,,Y,N,,N,Y,N
866873243RR0001,2021-12-31,25,446625,Y,N,,Y,Y,N
802608794RR0001,2021-12-31,25,60000,Y,N,,N,Y,N
835431438RR0001,2021-12-31,25,52368,Y,N,,N,N,N
875773723RR0001,2021-12-31,25,2500,Y,N,,N,N,N
832004543RR0001,2021-12-31,25,84450,Y,N,,N,N,N
892249640RR0001,2021-08-31,25,0,Y,N,,N,N,N
891072126RR0001,2021-09-30,24,81985,N,N,,N,Y,N
894799642RR0001,2021-09-30,25,184402,Y,N,,N,N,N
837723493RR0001,2021-09-30,25,4800,Y,N,,N,N,N
715593075RR0001,2021-12-31,25,1793,N,N,,N,Y,N
895554947RR0001,2021-09-30,25,941000,Y,N,,Y,Y,Y
736121922RR0001,2021-12-31,25,92864,N,N,,Y,N,N
892055211RR0001,2021-12-31,25,25055,Y,N,,N,N,N
810540476RR0001,2021-12-31,25,2498495,N,N,,Y,N,N
845989565RR0001,2021-12-31,25,1000,N,N,,N,N,N
891205940RR0001,2021-12-31,25,223472,Y,N,,N,N,Y
829802461RR0001,2021-12-31,25,5200,Y,N,,N,N,N
899801815RR0001,2021-10-31,25,67589,Y,N,,Y,Y,N
118823707RR0001,2021-12-31,25,43740,N,N,,N,N,N
132410671RR0345,2021-12-31,25,1000,Y,N,,N,N,N
836035964RR0001,2021-12-31,25,126725,Y,N,,N,Y,N
119304400RR0001,2021-12-31,25,3952,N,N,,N,N,N
118784198RR0001,2021-12-31,25,4570,N,N,,N,N,Y
833038615RR0001,2021-09-30,25,16252,N,N,,N,N,N
134000868RR0001,2021-12-31,25,23166,Y,N,,N,N,N
892561846RR0001,2021-09-30,25,23847,Y,N,,Y,Y,N
801007402RR0001,2021-12-31,25,35979,Y,N,,Y,Y,N
879942118RR0001,2021-12-31,25,134565,N,N,,N,N,N
119179430RR0002,2021-12-31,25,2200,Y,N,,N,N,N
838176212RR0001,2021-12-31,25,15120,N,N,,N,Y,N
825576846RR0001,2021-12-31,25,185397,Y,N,,N,N,N
127875276RR0001,2021-12-31,25,179536,Y,N,,Y,N,N
831067418RR0001,2021-12-31,25,10325,Y,N,,N,N,N
852533264RR0001,2021-06-30,25,,,N,,Y,N,N
872926365RR0001,2021-12-31,25,3320,Y,N,,N,N,N
840514954RR0001,2021-03-31,25,1666,Y,N,,N,Y,N
119004745RR0001,2021-12-31,25,9495,Y,,,,,
877755769RR0001,2021-12-31,25,105000,Y,N,,N,N,N
815581517RR0001,2021-12-31,25,2000,Y,N,,N,N,N
118899277RR0001,2021-09-30,25,745715,N,N,,Y,Y,N
845493113RR0001,2021-09-30,25,600,N,N,,Y,Y,N
797889482RR0001,2021-12-31,25,23641,Y,N,,N,Y,N
719253122RR0001,2021-12-31,25,304200,Y,N,,N,Y,N
797075876RR0001,2021-12-31,25,73269,N,N,,N,N,N
800994006RR0001,2021-12-31,25,1447635,Y,N,,N,Y,N
890107477RR0001,2021-03-31,25,6312,N,N,,N,Y,N
893200774RR0001,2021-12-31,25,916024,Y,N,,N,N,N
118807015RR0001,2021-12-31,25,2000,N,N,,N,N,N
841080286RR0001,2021-12-31,25,,N,N,,N,N,N
856194162RR0001,2021-12-31,25,17729,N,N,,N,N,N
893354639RR0001,2021-09-30,25,1184207,N,N,,Y,Y,Y
891009649RR0001,2021-12-31,25,9350,Y,N,,N,Y,N
822391744RR0001,2021-12-31,25,67100,Y,N,,N,N,N
780524310RR0001,2021-12-31,25,42615,Y,N,,Y,Y,N
868063090RR0001,2021-12-31,25,88699,N,N,,N,Y,N
850452087RR0001,2021-12-31,25,85000,Y,N,,N,N,N
131455867RR0001,2021-12-31,25,455,Y,,,,,
718899495RR0001,2021-09-30,25,3600,Y,N,,N,N,N
119080166RR0001,2021-12-31,25,,N,N,,Y,Y,N
809013493RR0001,2021-12-31,25,15636,Y,N,,N,Y,N
836043729RR0001,2021-12-31,25,,Y,N,,N,N,N
801040205RR0001,2021-12-31,25,28653,Y,N,,N,N,N
891318644RR0001,2021-12-31,25,25093,N,N,,N,N,N
896275914RR0001,2021-12-31,25,4235,N,N,,N,N,N
846846509RR0001,2021-09-30,25,155753,Y,N,,N,Y,N
119055788RR0001,2021-12-31,25,9162,N,N,,N,N,N
852077163RR0001,2021-09-30,25,29188,Y,N,,Y,Y,N
820329167RR0001,2021-12-31,25,66126,N,N,,N,Y,N
135608966RR0001,2021-12-31,25,153407,N,N,,N,Y,N
119108892RR0001,2021-09-30,25,318752,Y,N,,N,N,Y
854580206RR0001,2021-12-31,25,11697,Y,N,,N,N,N
139151518RR0001,2021-09-30,24,20000,Y,N,,N,N,N
874056005RR0001,2021-12-31,25,20503,Y,N,,N,N,N
118832278RR0001,2021-12-31,25,14962,Y,N,,N,N,N
887773356RR0001,2021-12-31,25,,N,N,,N,N,N
812613909RR0001,2021-12-31,25,2910,N,N,,N,Y,N
892616467RR0001,2021-12-31,25,9433,Y,N,,N,N,N
119055150RR0001,2021-12-31,25,1323,N,N,,N,N,Y
819539966RR0001,2021-12-31,25,0,N,N,,N,Y,N
106785546RR0001,2021-12-31,25,15700,N,N,,N,N,N
890759970RR0001,2021-12-31,25,609947,Y,N,,N,N,Y
837866797RR0001,2021-12-31,25,30486,N,N,,Y,N,N
890811847RR0001,2021-09-30,25,730300,Y,N,,N,Y,N
861819878RR0001,2021-12-31,25,,N,N,,N,N,N
818505828RR0001,2021-12-31,25,,,,,,,
746856327RR0001,2021-09-30,25,16185,N,N,,N,Y,Y
827847039RR0001,2021-12-31,25,18745,Y,N,,N,Y,Y
729824086RR0001,2021-09-30,25,55785,Y,N,,N,Y,N
119108264RR0001,2021-10-31,25,,Y,N,,N,N,N
889507067RR0001,2021-09-30,25,6720,Y,N,,N,N,N
891113987RR0001,2021-12-31,25,4000,Y,N,,N,N,N
119048312RR0001,2021-12-31,25,12535,,N,,,Y,Y
118923697RR0001,2021-09-30,25,5696,N,N,,N,Y,Y
814094173RR0001,2021-12-31,25,38945,N,N,,N,N,N
864505086RR0001,2021-09-30,25,29389,Y,N,,N,N,N
108084658RR0112,2021-12-31,25,2000,Y,N,,N,N,N
842138489RR0001,2021-12-31,25,75065,N,N,,N,N,N
804283141RR0001,2021-12-31,25,,,N,,N,N,N
857574115RR0001,2021-12-31,25,176500,Y,N,,N,Y,N
133098368RR0001,2021-12-31,25,128063,Y,N,,N,N,N
850716515RR0001,2021-07-31,25,252811,Y,N,,N,N,N
134899236RR0001,2021-12-31,25,5650,Y,N,,Y,Y,N
107610214RR0001,2021-12-31,25,1184,Y,N,,N,N,N
119065597RR0001,2021-12-31,25,25659,Y,N,,N,N,N
819599234RR0001,2021-12-31,25,9000,N,N,,N,Y,N
833560998RR0001,2021-12-31,25,,N,N,,N,N,N
857492326RR0001,2021-12-31,25,10227,N,N,,N,Y,N
792724916RR0001,2021-12-31,25,,N,N,,N,N,N
738381284RR0001,2021-12-31,25,15117,N,,,,,
119144210RR0001,2021-12-31,25,651717,Y,N,,N,N,N
771724127RR0002,2021-12-31,25,43188,N,N,,N,N,N
862347374RR0001,2021-12-31,25,0,N,N,,N,N,N
841583313RR0001,2021-09-30,25,329954,Y,N,,N,N,N
892991761RR0001,2021-12-31,25,25852,Y,N,,N,Y,N
831785720RR0001,2021-12-31,25,124088,Y,N,,N,Y,Y
834251712RR0001,2021-09-30,25,106351,Y,N,,N,Y,N
859673279RR0001,2021-12-31,25,20677,N,N,,Y,Y,N
892430968RR0001,2021-10-31,25,,N,N,,N,N,N
808874549RR0001,2021-12-31,25,37604,Y,N,,Y,Y,N
874416357RR0001,2021-12-31,25,14871,N,N,,Y,N,N
135783934RR0001,2021-12-31,25,84724,Y,N,,Y,Y,N
107746174RR0001,2021-12-31,25,220613,Y,N,,N,N,N
792602872RR0001,2021-12-31,25,86656,N,N,,Y,N,N
823405527RR0001,2021-12-31,25,72634,Y,N,,N,Y,N
830802237RR0001,2021-09-30,25,55348,Y,N,,N,Y,N
119241115RR0001,2021-12-31,25,10900,Y,N,,N,N,N
119160901RR0001,2021-09-30,25,3393127,Y,N,,Y,Y,N
875410870RR0001,2021-08-31,25,355098,N,N,,Y,N,N
118832773RR0001,2021-12-31,25,1034044,Y,N,,N,N,N
138721972RR0001,2021-12-31,25,5410,N,N,,Y,Y,N
823523378RR0001,2021-12-31,25,495,Y,N,,,,
135142834RR0001,2021-12-31,25,3125,Y,N,,N,N,N
866259807RR0001,2021-12-31,25,5030,Y,N,,N,N,N
119067130RR0001,2021-09-30,25,389913,Y,N,,Y,Y,N
892007048RR0001,2021-12-31,25,251008,Y,N,,N,N,N
100766427RR0001,2021-09-30,25,107120,N,N,,N,N,N
875912701RR0001,2021-09-30,25,4549422,Y,N,,N,N,N
761855923RR0001,2021-12-31,24,86000,N,N,,N,Y,N
897903357RR0001,2021-08-31,25,,,N,,Y,N,N
847949096RR0001,2021-12-31,25,6899,Y,N,,N,Y,N
107855496RR0001,2021-12-31,25,74731,Y,N,,N,N,N
118962851RR0001,2021-12-31,25,715794,Y,N,,N,N,N
851285031RR0001,2021-12-31,25,8904,Y,N,,N,N,N
843012261RR0001,2021-09-30,25,,Y,N,,Y,Y,N
815793815RR0001,2021-10-31,25,20837,N,,,,,
852715994RR0001,2021-12-31,25,278129,Y,N,,N,N,N
829234434RR0001,2021-04-15,25,54000,N,N,,N,Y,N
896323458RR0001,2021-12-31,25,16116,Y,N,,N,N,N
119145068RR0001,2021-09-30,25,2162206,Y,N,,Y,Y,N
822802005RR0001,2021-06-30,25,12956,N,N,,N,N,N
806927000RR0001,2021-12-31,25,2719,Y,N,,N,N,N
132239674RR0001,2021-12-31,25,9700,Y,N,,N,N,N
809490865RR0001,2021-12-31,25,299773,Y,N,,N,N,N
813713161RR0001,2021-09-30,25,1000,N,N,,N,N,N
889977575RR0001,2021-09-30,25,1136809,Y,N,,Y,N,N
118807643RR0001,2021-12-31,25,,N,N,,Y,Y,N
809416050RR0001,2021-09-30,25,6739,N,N,,N,Y,N
888012036RR0001,2021-12-31,25,258744,N,N,,N,Y,N
790780126RR0001,2021-12-31,25,4329,N,N,,N,N,N
118791532RR0001,2021-12-31,24,809,Y,,,,,
894826486RR0001,2021-12-31,25,152719,Y,N,,N,N,N
840216188RR0001,2021-07-31,25,4267,N,N,,N,N,N
893160168RR0001,2021-12-31,25,12248,Y,N,,N,N,N
118970268RR0001,2021-12-31,25,2802,Y,N,,N,N,Y
873253090RR0001,2021-12-31,25,413370,N,N,,N,Y,N
107771065RR0001,2021-09-30,25,707338,Y,N,,N,Y,N
872005046RR0001,2021-12-31,25,,Y,N,,N,Y,N
889499802RR0001,2021-12-31,25,37931,Y,N,,N,N,N
866671076RR0001,2021-12-31,25,21148,Y,N,,Y,N,N
108103755RR0001,2021-12-31,25,23086,N,N,,Y,Y,Y
107449902RR0001,2021-08-31,25,162112,Y,N,,N,N,N
841739089RR0001,2021-12-31,25,28460,N,N,,N,Y,N
119129690RR0001,2021-12-31,25,35222,N,N,,N,N,N
798920468RR0001,2021-10-31,25,5119,Y,N,,N,N,N
862235637RR0001,2021-12-31,25,132927,N,N,,Y,Y,N
107483190RR0001,2021-12-31,25,2993,Y,N,,N,Y,N
806458279RR0001,2021-12-31,25,8780,N,N,,N,Y,N
106799109RR0001,2021-12-31,25,2400,N,N,,N,N,N
132201229RR0001,2021-12-31,25,3600,N,N,,N,N,N
876115908RR0001,2021-12-31,25,46244,N,N,,N,Y,N
106680838RR0001,2021-12-31,25,4800,N,N,,N,Y,N
835408295RR0001,2021-12-31,25,1000,N,N,,N,N,N
119021236RR0001,2021-12-31,25,,Y,N,,N,N,N
879167203RR0001,2021-12-31,25,335846,Y,N,,N,Y,N
119238038RR0001,2021-12-31,25,,N,,,,,
886822691RR0001,2021-12-31,25,3225,Y,N,,N,N,N
871702346RR0001,2021-12-31,25,34037,N,N,,N,Y,N
890096183RR0001,2021-12-31,25,11726,Y,N,,N,Y,N
118904572RR0001,2021-12-31,25,250,N,N,,N,Y,N
704325711RR0001,2021-12-31,25,5693,N,N,,N,Y,N
893680454RR0001,2021-12-31,25,50944,Y,N,,N,N,N
118895333RR0001,2021-12-31,23,,N,,,,,
889755971RR0001,2021-07-31,25,18795,Y,N,,N,Y,N
884380627RR0001,2021-12-31,25,,N,N,,N,N,N
817387277RR0001,2021-12-31,25,524229003,Y,N,,Y,N,N
119016681RR0001,2021-12-31,25,29893,Y,N,,N,Y,N
861280014RR0001,2021-12-31,25,318200,Y,N,,N,N,N
899455091RR0001,2021-12-31,25,,Y,N,,N,Y,N
107388233RR0001,2021-12-31,25,4228,N,N,,N,N,N
108020652RR0001,2021-12-31,25,18139,N,N,,N,N,N
107353682RR0001,2021-12-31,25,157391,Y,N,,N,N,N
126177559RR0001,2021-12-31,25,9000,Y,N,,N,N,N
119176451RR0001,2021-12-31,25,32455,Y,N,,N,N,N
870979069RR0001,2021-12-31,25,5000,N,N,,N,N,N
853055341RR0001,2021-12-31,25,18120,Y,N,,Y,Y,N
888962792RR0001,2021-12-31,25,3060,Y,N,,N,N,N
837825306RR0001,2021-12-31,25,,Y,N,,N,N,N
119227262RR0001,2021-12-31,25,7850,N,N,,Y,Y,N
856420377RR0001,2021-12-31,25,104281,Y,N,,Y,N,N
864741897RR0001,2021-12-31,25,5000,N,N,,N,N,N
805533213RR0001,2021-12-31,25,850485,Y,N,,N,N,N
713516086RR0001,2021-12-31,25,5194,Y,N,,N,Y,N
805575560RR0001,2021-12-31,25,174216,Y,N,,N,N,N
118887314RR0001,2021-12-31,25,247554,N,N,,N,Y,N
107772139RR0001,2021-12-31,25,6357940,Y,N,,Y,Y,N
107353864RR0001,2021-12-31,25,27596,Y,N,,N,Y,N
889399598RR0001,2021-12-31,25,188591,Y,N,,N,N,N
859765364RR0001,2021-12-31,25,93000,Y,N,,N,Y,N
889273777RR0001,2021-12-31,25,169548,Y,N,,N,Y,N
107770877RR0001,2021-12-31,25,10975,Y,N,,N,N,N
765963483RR0001,2021-12-31,25,,Y,N,,N,N,N
899290241RR0001,2021-12-31,25,943468,Y,N,,N,Y,N
866075534RR0001,2021-12-31,23,195696,Y,N,,Y,Y,
811313568RR0001,2021-12-31,25,16738,Y,N,,N,N,N
118856335RR0001,2021-12-31,25,45303,Y,N,,N,N,N
803489988RR0001,2021-12-31,25,41120,N,N,,N,N,Y
882070360RR0001,2021-12-31,25,39198,Y,N,,N,N,Y
886096544RR0001,2021-11-30,25,,,N,,N,N,Y
106970387RR0001,2021-12-31,25,684988,N,N,,N,N,N
849798210RR0001,2021-12-31,25,43043,Y,N,,N,N,N
136390762RR0001,2021-12-31,25,19188,Y,N,,N,N,N
791260938RR0001,2021-12-31,25,930,Y,N,,N,N,N
873609655RR0001,2021-12-31,25,60183,N,N,,N,Y,N
782087878RR0001,2021-12-31,25,22700,N,N,,N,Y,N
848695409RR0001,2021-12-31,25,5730,Y,N,,N,Y,N
814950416RR0001,2021-08-31,25,119341,Y,N,,N,Y,N
802173401RR0001,2021-12-31,25,5231,Y,N,,N,N,N
118860097RR0001,2021-12-31,25,3635,N,N,,N,N,N
814420238RR0001,2021-12-31,25,71248,Y,N,,N,Y,N
784173890RR0001,2021-12-31,25,133508,Y,N,,N,Y,Y
807076096RR0001,2021-12-31,25,2226,N,N,,N,N,N
807157029RR0001,2021-12-31,25,,,N,,N,N,N
833332547RR0001,2021-12-31,25,,N,N,,N,N,N
107622201RR0002,2021-12-31,25,,Y,N,,N,Y,N
106831746RR0001,2021-12-31,25,750,Y,N,,N,N,N
107396905RR0066,2021-12-31,25,6750,N,N,,N,Y,N
851385310RR0001,2021-12-31,25,139922,N,N,,Y,Y,N
863875209RR0001,2021-12-31,25,6067,Y,N,,N,N,N
891200941RR0001,2021-12-31,25,5493035,Y,N,,N,Y,N
891667172RR0001,2021-12-31,25,119284,Y,N,,N,Y,N
888710100RR0001,2021-12-31,25,,N,N,,N,Y,N
107508061RR0001,2021-10-31,25,,N,N,,Y,Y,N
107992174RR0001,2021-12-31,25,91547,N,N,,N,Y,N
809179922RR0001,2021-12-31,25,,Y,N,,N,N,N
812004323RR0001,2021-12-31,25,6439,Y,N,,N,N,N
119033371RR0001,2021-12-31,25,4406,N,N,,N,N,N
106864242RR0001,2021-12-31,25,176250,N,N,,Y,Y,Y
118967496RR0001,2021-12-31,25,11599,Y,N,,N,N,N
871944963RR0001,2021-12-31,25,253989,N,N,,Y,Y,N
884371980RR0001,2021-12-31,25,8000,Y,N,,N,N,N
829061399RR0001,2021-12-31,25,121823,Y,,,,,
119179000RR0001,2021-12-31,25,5033,N,N,,N,N,N
108222126RR0001,2021-12-31,25,13655,Y,N,,Y,N,N
107275471RR0001,2021-12-31,25,85330,Y,N,,N,N,N
819192790RR0001,2021-12-31,25,14874,Y,N,,N,Y,N
802775452RR0001,2021-12-31,25,28814,Y,N,,N,N,N
887407039RR0001,2021-12-31,25,7906,N,N,,Y,Y,N
863966917RR0001,2021-12-31,25,500,N,N,,N,N,N
119264885RR0001,2021-10-31,25,0,Y,N,,N,N,N
838598449RR0001,2021-12-31,25,,Y,N,,N,N,N
834526402RR0001,2021-12-31,25,232121,Y,N,,Y,Y,Y
887550796RR0001,2021-12-31,25,7800,N,N,,N,N,N
892577172RR0001,2021-12-31,25,,N,N,,N,N,N
119176717RR0001,2021-12-31,25,10224,N,N,,N,N,N
864188420RR0001,2021-12-31,25,83144,Y,N,,N,Y,N
813505724RR0001,2021-12-31,25,637,N,N,,N,N,N
830703807RR0001,2021-12-31,25,2559,N,N,,N,N,N
851158667RR0001,2021-12-31,25,7000,Y,N,,N,N,N
834638165RR0001,2021-10-31,25,28616,N,N,,N,Y,N
836804880RR0001,2021-10-31,25,127051,N,N,,N,N,N
893529461RR0001,2021-12-31,25,6613,N,N,,N,Y,N
706719523RR0001,2021-12-31,25,,Y,N,,N,N,N
867370645RR0001,2021-12-31,25,791655,Y,N,,N,Y,N
750668519RR0001,2021-12-31,25,24664,N,N,,N,N,N
850467978RR0001,2021-12-31,25,7556,N,N,,Y,N,N
758951693RR0001,2021-12-31,25,150500,Y,N,,N,Y,N
827116336RR0001,2021-12-31,23,1,Y,N,,N,Y,N
107801771RR0001,2021-12-31,25,634650,Y,N,,Y,Y,N
865946107RR0001,2021-12-31,25,2500,Y,N,,N,N,N
118942382RR0001,2021-12-31,25,3001,N,N,,N,N,Y
751781725RR0001,2021-12-31,25,6655,Y,N,,N,N,N
107516171RR0001,2021-12-31,25,1041179,Y,N,,N,N,N
108077256RR0001,2021-12-31,25,43574,Y,N,,Y,Y,N
850935149RR0001,2021-12-31,25,,N,N,,N,Y,N
118914274RR0001,2021-12-31,25,1976,Y,N,,N,N,N
131770844RR0001,2021-12-31,25,5540,Y,N,,N,Y,N
772509295RR0001,2021-10-31,25,17348,N,N,,N,Y,N
889256640RR0001,2021-12-31,25,702,N,N,,N,N,N
898256573RR0001,2021-06-30,25,169464,Y,N,,N,Y,Y
830317467RR0001,2021-12-31,25,2089,N,N,,N,Y,N
892646316RR0001,2021-12-31,25,1500,N,N,,N,N,N
819040072RR0001,2021-12-31,25,1171457,Y,N,,Y,Y,N
831673942RR0001,2021-12-31,25,60000,N,N,,N,N,N
855000659RR0001,2021-12-31,25,38545,Y,N,,N,Y,N
877292003RR0001,2021-12-31,25,,Y,N,,N,Y,N
893598664RR0001,2021-12-31,25,27736,N,N,,Y,Y,N
890571748RR0001,2021-12-31,25,43976,N,N,,Y,N,N
860632926RR0001,2021-12-31,25,,N,N,,N,N,N
898912944RR0001,2021-12-31,25,,N,N,,N,Y,Y
133537035RR0001,2021-12-31,25,,N,N,,N,N,N
845885938RR0001,2021-12-31,23,,N,,,,,
859319139RR0001,2021-12-31,25,,N,N,,N,N,N
899955439RR0001,2021-12-31,25,1285395,Y,N,,Y,N,N
842756264RR0001,2021-12-31,25,855,N,N,,N,Y,Y
807796313RR0001,2021-11-30,25,9500,Y,N,,N,N,N
836653147RR0001,2021-12-31,25,9830,Y,,,,,
720266097RR0001,2021-12-31,25,,N,N,,N,N,N
131637019RR0001,2021-12-31,25,38454,N,N,,N,N,N
875266405RR0001,2021-12-31,25,1820,Y,N,,N,Y,N
887480994RR0001,2021-12-31,25,9320,N,N,,N,Y,N
720208081RR0001,2021-12-31,25,40175,N,N,,N,Y,N
830245411RR0001,2021-12-31,25,10940,Y,N,,N,Y,N
795428531RR0001,2021-12-31,25,6132,Y,N,,N,N,N
854719259RR0001,2021-10-31,25,56199,Y,N,,Y,Y,N
847922101RR0001,2021-10-31,25,477785,N,N,,Y,Y,N
859442303RR0001,2021-10-31,25,317065,Y,N,,N,Y,N
888474665RR0001,2021-09-30,24,22943,Y,N,,N,N,N
126540301RR0001,2021-12-31,25,12035,Y,N,,N,N,N
864662952RR0001,2021-12-31,25,,Y,N,,N,Y,Y
898367099RR0001,2021-12-31,24,52034,N,N,,Y,N,N
118926328RR0001,2021-12-31,25,45543,N,N,,N,N,N
119007581RR0001,2021-12-31,25,,N,N,,N,Y,N
889774022RR0001,2021-12-31,25,100176,Y,N,,N,N,N
134525898RR0001,2021-12-31,25,19711,Y,N,,N,Y,N
729097725RR0001,2021-12-31,25,64814,N,N,,N,Y,N
126599919RR0001,2021-12-31,25,1050146,Y,N,,Y,N,N
844855635RR0001,2021-06-30,25,42526,Y,N,,N,Y,N
864322771RR0001,2021-12-31,25,63005,Y,N,,N,Y,N
119254324RR0001,2021-12-31,25,19100,Y,N,,N,Y,N
131549040RR0001,2021-12-31,25,154582,Y,N,,Y,Y,N
844104794RR0001,2021-12-31,25,46962,N,N,,N,Y,Y
119269355RR0001,2021-12-31,25,10585,Y,N,,N,N,N
790197719RR0001,2021-12-31,25,29935,Y,N,,N,Y,N
840493142RR0001,2021-12-31,25,8030,N,N,,N,N,N
118920289RR0001,2021-12-31,25,136679,Y,N,,N,N,N
892515008RR0001,2021-10-31,25,,,N,,N,N,Y
806512489RR0001,2021-12-31,25,12000,Y,N,,N,N,N
119285617RR0001,2021-12-31,25,2400,Y,N,,N,N,N
890017866RR0001,2021-12-31,25,2300,N,N,,N,Y,N
136247301RR0001,2021-12-31,25,11050,N,N,,N,N,N
897306601RR0001,2021-12-31,25,,N,N,,N,Y,N
785814146RR0001,2021-12-31,25,3720,Y,N,,N,N,N
118859925RR0001,2021-10-31,25,4158,Y,N,,N,N,N
889459392RR0001,2021-12-31,25,3454,N,N,,Y,Y,N
802527820RR0001,2021-12-31,25,5000,Y,N,,N,N,N
119200384RR0001,2021-12-31,25,121147,N,N,,Y,Y,N
885020719RR0001,2021-12-31,25,20500,Y,N,,N,N,N
106864242RR0015,2021-12-31,25,179870,Y,N,,N,N,N
892525049RR0001,2021-12-31,25,20429,Y,N,,N,N,N
800960387RR0001,2021-12-31,25,103087,N,N,,Y,Y,N
847345477RR0001,2021-12-31,25,11538,N,N,,N,Y,N
888039443RR0001,2021-10-31,25,22530,Y,N,,N,N,N
856865464RR0001,2021-12-31,25,245754,N,N,,Y,Y,N
826040941RR0001,2021-12-31,25,37000,Y,N,,N,N,N
876404328RR0001,2021-12-31,25,4627,Y,N,,N,N,Y
756345898RR0001,2021-12-31,25,108875,N,N,,N,Y,N
119108264RR0001,2021-12-31,25,7827,Y,N,,N,N,N
828227264RR0001,2021-12-31,25,128800,Y,,,N,N,N
894933688RR0001,2021-12-31,25,13700,Y,N,,N,N,N
825932601RR0001,2021-12-31,25,13688,N,N,,N,Y,Y
892161183RR0001,2021-10-31,25,7620,N,N,,Y,Y,N
815949607RR0001,2021-12-31,25,312843,N,N,,N,Y,Y
107779936RR0001,2021-12-31,25,3108,N,N,,N,Y,N
831879754RR0001,2021-12-31,25,438198,Y,N,,Y,Y,N
119023984RR0001,2021-12-31,25,9281,N,N,,Y,Y,N
852287937RR0001,2021-12-31,25,25850,N,N,,N,N,N
856799770RR0002,2021-12-31,25,16000,Y,N,,N,Y,N
833807803RR0001,2021-12-31,25,57533,Y,N,,N,Y,N
863099420RR0001,2021-10-31,25,10709,N,N,,N,N,N
130490865RR0001,2021-12-31,25,82622,N,N,,Y,Y,N
888488400RR0001,2021-06-30,25,57513,N,N,,Y,Y,N
884550419RR0001,2021-06-30,25,2250,Y,N,,N,N,N
871096707RR0001,2021-12-31,25,14600,Y,N,,N,N,
772194684RR0001,2021-10-31,25,197752,N,N,,N,Y,N
852029149RR0001,2021-12-31,25,62432,N,N,,Y,Y,N
729824086RR0001,2021-12-31,25,4000,Y,N,,N,N,N
764165098RR0001,2021-12-31,25,18397,N,N,,N,Y,N
899503213RR0001,2021-12-31,24,,N,N,,N,N,N
107396905RR0064,2021-12-31,25,2300,N,N,,Y,N,N
839324670RR0001,2021-12-31,25,386139,Y,N,,N,N,N
855279329RR0001,2021-12-31,24,,Y,N,,N,Y,N
859619165RR0001,2021-12-31,25,,Y,N,,N,N,N
890837792RR0001,2021-12-31,25,51403,N,N,,N,Y,N
888437399RR0001,2021-11-30,25,23030,Y,N,,N,Y,N
872512876RR0001,2021-12-31,25,4318,Y,N,,N,Y,N
807042015RR0001,2021-12-31,24,,N,,,,,
888806064RR0001,2021-12-31,25,14750,Y,N,,N,Y,N
132410671RR0565,2021-12-31,25,2500,Y,N,,N,N,N
100072586RR0001,2021-12-31,25,18236184,Y,Y,13026613,Y,N,N
119275618RR0001,2021-12-31,25,,Y,N,,N,N,N
805195377RR0001,2021-12-31,25,20000,Y,N,,N,Y,N
107615767RR0001,2021-12-31,25,,N,N,,N,Y,N
132286980RR0001,2021-12-31,25,,N,N,,N,Y,N
760006874RR0001,2021-12-31,25,,N,N,,N,N,N
802382291RR0001,2021-12-31,25,9090,Y,N,,N,N,N
739828481RR0001,2021-12-31,25,0,N,N,,N,N,N
819880451RR0001,2021-12-31,25,48262,Y,N,,N,Y,N
818335390RR0001,2021-12-31,25,1289611,Y,N,,N,N,N
805275666RR0001,2021-12-31,25,86588,N,N,,N,Y,N
847805249RR0001,2021-12-31,25,957712,Y,N,,N,Y,N
844898734RR0001,2021-12-31,25,6745,Y,N,,N,N,N
108082199RR0001,2021-12-31,25,25048,N,N,,Y,Y,N
886184522RR0001,2021-12-31,25,27900,Y,N,,Y,N,N
119014066RR0001,2021-08-31,25,332560,Y,,,,,
119375616RR0001,2021-12-31,25,,N,N,,Y,Y,N
131783482RR0001,2021-12-31,23,,Y,N,,Y,N,N
891253148RR0001,2021-12-31,25,7009,Y,N,,N,N,N
892534793RR0001,2021-10-31,25,3333,Y,N,,N,Y,N
118944453RR0001,2021-12-31,25,231459,Y,N,,N,,Y
815966429RR0001,2021-12-31,25,24882,Y,N,,N,Y,N
118818491RR0018,2021-12-31,25,2984,Y,N,,N,Y,N
118818491RR0010,2021-12-31,25,380,N,N,,N,N,N
138661699RR0001,2021-12-31,25,265138,N,N,,N,Y,N
894191212RR0001,2021-12-31,25,97420,Y,N,,N,N,N
107396905RR0082,2021-12-31,25,3855,Y,N,,N,N,N
827112327RR0001,2021-12-31,25,1752273,Y,N,,N,Y,N
119110450RR0037,2021-12-31,25,18711,N,N,,N,N,N
890013394RR0001,2021-12-31,25,358434,Y,N,,N,N,N
795382670RR0001,2021-12-31,25,3249,Y,N,,N,N,N
888184579RR0001,2021-12-31,25,4229,N,N,,N,N,N
118947449RR0001,2021-12-31,25,8805,Y,N,,N,N,N
107441917RR0001,2021-12-31,25,,N,N,,Y,N,N
874121320RR0001,2021-12-31,25,77006,Y,N,,N,Y,N
884301516RR0001,2021-12-31,25,208409,N,N,,Y,N,N
879188167RR0001,2021-12-31,25,418327,Y,N,,N,N,N
119155646RR0001,2021-12-31,25,618949,Y,N,,N,Y,N
889186391RR0001,2021-12-31,25,145361,Y,N,,N,Y,N
