BN,FPE,Form ID,100,110,120,130
135346161RR0001,2021-03-31,25,,,,
890511975RR0001,2021-03-31,25,N,N,,N
847051307RR0001,2021-03-31,23,,,,
876026725RR0001,2021-03-31,25,,,,
122482169RR0001,2021-06-30,25,,,,
890776438RR0001,2021-03-31,25,N,N,N,N
119246635RR0070,2021-06-30,25,,,,
898216957RR0001,2021-03-31,25,,,,
133003194RR0001,2021-03-31,25,,,,
106804032RR0002,2021-03-31,25,,,,
888422714RR0001,2021-03-31,25,,,,
121768048RR0001,2021-04-30,25,,,,
895350890RR0001,2021-03-31,25,,,,
774975718RR0001,2021-05-31,25,,,,
740499686RR0001,2021-05-31,25,,,,
118853035RR0001,2021-03-31,25,,,,
133583120RR0001,2021-03-31,25,,,,
882454622RR0001,2021-03-31,25,,,,
887225795RR0001,2021-03-31,25,,,,
108163163RR0001,2021-03-31,25,,,,
890950041RR0001,2021-03-31,24,N,N,N,N
802667550RR0001,2021-03-31,25,N,N,,
872766878RR0001,2021-03-31,25,,,,
894770635RR0001,2021-03-31,25,N,N,,
891341588RR0001,2021-03-31,25,,,,
132301326RR0001,2021-03-31,25,,,,
866176654RR0001,2021-03-31,25,,,,
119126118RR0001,2021-06-30,25,N,N,,
868442310RR0001,2021-03-31,25,,,,
892545161RR0001,2021-04-30,25,,,,
123613523RR0029,2021-06-30,25,,,,
810253609RR0001,2021-03-31,25,,,,
130057656RR0001,2021-03-31,25,,,,
888612595RR0001,2021-05-31,25,,,,
126650449RR0001,2021-03-31,25,,,,
138818968RR0001,2021-03-31,25,,,,
107898736RR0001,2021-03-31,25,,,,
891864779RR0001,2021-05-31,25,,,,
810762146RR0001,2021-03-31,25,,,,
868964370RR0001,2021-03-31,25,,,,
106926165RR0001,2021-04-30,24,,,,
130198393RR0001,2021-06-30,25,,,,
814565131RR0001,2021-05-31,25,,,,
888863685RR0001,2021-03-31,25,,,,
820218147RR0001,2021-03-31,25,N,N,,
106793508RR0001,2021-03-31,25,,,,
108204751RR0001,2021-03-31,25,,,,
836475780RR0001,2021-06-30,25,,,,
126175413RR0001,2021-03-31,25,,,,
118977255RR0001,2021-04-30,25,,,,
108204256RR0001,2021-06-30,25,,,,
119160026RR0001,2021-03-20,25,,,,
874010119RR0001,2021-03-31,25,,,,
129030409RR0001,2021-03-31,25,,,,
896595808RR0001,2021-03-31,25,,,,
864989405RR0001,2021-03-31,24,N,N,N,N
107394215RR0001,2021-03-31,25,,,,
129709598RR0001,2021-03-31,25,,,,
893149070RR0001,2021-03-31,25,,,,
130373244RR0001,2021-03-31,25,N,N,,
120968979RR0001,2021-03-31,25,,,,
834234668RR0001,2021-03-31,25,,,,
107786733RR0001,2021-03-31,23,,,,
132431578RR0001,2021-03-31,25,,,,
119106664RR0001,2021-03-31,25,,,,
861340990RR0001,2021-05-31,25,,,,
106963739RR0001,2021-03-31,25,,,,
891058547RR0001,2021-03-31,25,,,,
133256057RR0001,2021-03-31,25,,,,
118904481RR0001,2021-03-31,25,,,,
891109449RR0001,2021-04-30,25,N,N,N,N
870182920RR0001,2021-03-31,25,,,,
118797091RR0001,2021-04-30,23,,,,
119256030RR0001,2021-03-20,25,,,,
118863356RR0001,2021-04-30,25,,,,
893023564RR0001,2021-03-31,25,,,,
870460540RR0001,2021-03-31,25,N,N,,
885386516RR0001,2021-04-30,25,N,N,N,N
108221946RR0001,2021-03-31,25,,,,
108001074RR0001,2021-05-31,25,,,,
107659765RR0001,2021-03-31,25,,,,
106997620RR0001,2021-03-31,25,,,,
107703555RR0001,2021-03-31,24,,,,
890563794RR0001,2021-03-31,23,,,,
883358525RR0001,2021-03-31,25,,,,
106836331RR0001,2021-03-31,25,,,,
876013004RR0001,2021-03-31,25,,,,
119259448RR0001,2021-03-31,25,N,N,N,N
858748288RR0001,2021-03-31,23,,,,
871645230RR0001,2021-03-31,25,,,,
130113525RR0001,2021-03-31,25,,,,
889981502RR0001,2021-03-31,25,,,,
119278356RR0001,2021-03-31,25,,,,
838413854RR0001,2021-05-31,25,,,,
101071934RR0001,2021-03-31,25,,,,
108226564RR0001,2021-06-30,25,,,,
119287951RR0001,2021-03-31,25,,,,
872657416RR0001,2021-03-31,25,,,,
892383449RR0001,2021-03-31,25,,,,
107280224RR0001,2021-03-31,25,,,,
884414582RR0001,2021-03-31,25,,,,
784917874RR0001,2021-03-31,25,,,,
808894620RR0001,2021-03-31,25,,,,
129477055RR0001,2021-03-31,25,,,,
890713548RR0001,2021-03-31,25,,,,
854912664RR0001,2021-03-31,25,,,,
118836030RR0001,2021-03-31,25,,,,
829911999RR0001,2021-05-31,25,,,,
886343391RR0001,2021-03-31,25,,,,
107605818RR0001,2021-03-31,25,,,,
119142370RR0001,2021-05-31,25,,,,
119020162RR0001,2021-05-31,23,,,,
849804935RR0001,2021-03-31,25,N,N,N,N
118884808RR0001,2021-03-31,23,,,,
890203847RR0001,2021-03-31,25,N,N,,
887677029RR0001,2021-03-31,25,,,,
866925241RR0001,2021-03-31,25,,,,
119246262RR0001,2021-03-31,25,,,,
108010844RR0001,2021-03-31,25,,,,
129864153RR0001,2021-03-31,25,,,,
119284800RR0001,2021-03-31,25,,,,
119036408RR0001,2021-03-31,25,N,N,N,N
107865412RR0001,2021-03-31,25,,,,
126583855RR0001,2021-03-31,25,,,,
815477385RR0001,2021-03-31,25,,,,
835521550RR0001,2021-03-31,25,,,,
874201312RR0001,2021-03-31,25,,,,
107805921RR0001,2021-03-31,25,,,,
118971902RR0001,2021-03-31,25,,,,
892702440RR0001,2021-03-31,25,,,,
830649141RR0001,2021-03-31,25,,,,
105255244RR0001,2021-03-31,25,,,,
119284453RR0001,2021-03-31,25,,,,
119115343RR0001,2021-03-31,25,,,,
888650264RR0001,2021-03-31,25,,,,
122001241RR0001,2021-03-31,25,,,,
867960353RR0001,2021-03-31,25,,,,
727083693RR0001,2021-03-31,25,N,N,,
140614512RR0001,2021-03-31,23,,,,
105272967RR0001,2021-03-31,25,,,,
890302920RR0001,2021-07-31,24,,,,
863855839RR0001,2021-03-31,25,,,,
891382228RR0001,2021-03-31,25,,,,
119050755RR0001,2021-03-31,25,,,,
890850860RR0001,2021-03-31,25,,,,
119283489RR0001,2021-06-30,25,,,,
118947720RR0001,2021-03-31,25,,,,
841873664RR0001,2021-03-31,25,,,,
119221661RR0001,2021-03-31,25,,,,
861293025RR0001,2021-03-31,25,,,,
129335881RR0001,2021-03-31,25,,,,
132238551RR0001,2021-03-31,25,,,,
119200186RR0001,2021-03-31,25,,,,
131729212RR0001,2021-03-31,25,,,,
104809371RR0001,2021-03-31,25,,,,
123773764RR0001,2021-03-31,25,,,,
107843336RR0001,2021-03-31,25,,,,
141222505RR0001,2021-03-31,25,,,,
129864674RR0001,2021-03-31,25,,,,
782872089RR0001,2021-06-30,25,,,,
808204820RR0001,2021-03-31,25,,,,
119294106RR0001,2021-03-31,25,,,,
858956659RR0001,2021-03-31,25,,,,
123880619RR0001,2021-03-31,25,,,,
124336041RR0001,2021-03-31,25,,,,
892334749RR0001,2021-03-31,25,N,N,N,N
119159838RR0001,2021-03-20,25,,,,
860329689RR0001,2021-03-31,25,,,,
811428812RR0001,2021-06-30,25,N,N,N,N
129960738RR0001,2021-03-31,25,,,,
107376279RR0001,2021-03-31,23,,,,
127507226RR0001,2021-03-31,25,,,,
131664377RR0001,2021-03-31,25,,,,
119028298RR0001,2021-03-31,25,,,,
702662529RR0001,2021-03-31,25,,,,
107716623RR0001,2021-03-31,23,,,,
130326036RR0001,2021-03-31,23,,,,
823275979RR0001,2021-06-30,25,,,,
886762350RR0001,2021-03-31,25,,,,
130724255RR0001,2021-03-31,25,,,,
118784560RR0001,2021-03-31,25,,,,
801945056RR0001,2021-03-31,23,,,,
892537085RR0001,2021-08-31,25,,,,
891948887RR0001,2021-03-31,25,,,,
106914757RR0001,2021-03-31,25,,,,
118799857RR0001,2021-03-31,25,,,,
118870617RR0001,2021-03-31,25,,,,
129740734RR0001,2021-03-31,25,,,,
814680245RR0001,2021-06-30,25,N,N,N,N
886135953RR0001,2021-03-31,25,,,,
140771254RR0001,2021-03-31,25,,,,
890641145RR0001,2021-03-31,25,,,,
118852433RR0001,2021-03-31,25,N,N,,
839156544RR0001,2021-03-31,25,,,,
888861234RR0001,2021-03-31,25,,,,
888005576RR0001,2021-03-31,25,,,,
119215010RR0001,2021-03-31,25,,,,
887400992RR0001,2021-08-31,25,,,,
890689797RR0001,2021-06-30,25,N,N,N,N
834033177RR0001,2021-03-31,25,N,N,,
118852136RR0001,2021-03-31,25,,,,
890852320RR0001,2021-07-31,25,,,,
108071648RR0001,2021-03-31,25,,,,
896869153RR0001,2021-03-31,25,,,,
877880005RR0001,2021-03-31,25,,,,
893189571RR0001,2021-06-30,25,,,,
118830835RR0001,2021-03-31,25,,,,
888524840RR0001,2021-03-31,25,,,,
894531193RR0001,2021-03-31,25,,,,
119303733RR0001,2021-03-31,25,,,,
119091825RR0001,2021-03-31,25,N,Y,,
119210888RR0001,2021-03-31,25,,,,
119071330RR0001,2021-06-30,25,,,,
899802805RR0001,2021-03-31,25,,,,
842486649RR0001,2021-03-31,25,,,,
123060022RR0001,2021-03-31,25,N,N,,
119228518RR0001,2021-03-31,25,,,,
868625864RR0001,2021-03-31,25,,,,
119214997RR0001,2021-03-31,25,,,,
123339582RR0001,2021-03-31,25,,,,
128217098RR0001,2021-03-31,25,,,,
871619409RR0001,2021-06-30,25,,,,
129574943RR0001,2021-03-31,25,,,,
890545999RR0001,2021-03-31,25,,,,
133105536RR0001,2021-03-31,25,,,,
876017609RR0001,2021-03-31,25,N,N,,
107464406RR0001,2021-06-30,25,,,,
131221483RR0001,2021-03-31,25,,,,
119306736RR0001,2021-04-30,25,,,,
132482316RR0001,2021-03-31,25,,,,
869454553RR0001,2021-06-30,25,,,,
118882828RR0001,2021-06-30,25,N,N,N,N
886360395RR0001,2021-05-31,25,N,N,,
867654022RR0001,2021-03-31,25,,,,
138551304RR0001,2021-03-31,25,,,,
106819295RR0001,2021-03-31,25,,,,
865111694RR0001,2021-04-30,25,,,,
827676867RR0001,2021-03-31,25,,,,
118782317RR0001,2021-03-31,25,,,,
107980005RR0001,2021-04-30,25,,,,
801388547RR0001,2021-03-31,25,,,,
105248256RR0001,2021-03-31,25,,,,
886492198RR0001,2021-05-31,25,,,,
130973589RR0001,2021-06-30,25,N,N,N,N
778531913RR0001,2021-08-31,25,,,,
106842891RR0001,2021-04-30,25,,,,
872855903RR0001,2021-03-31,25,,,,
107727794RR0001,2021-03-31,25,,,,
133782706RR0001,2021-03-31,25,,,,
836617365RR0001,2021-07-31,25,,,,
136268166RR0001,2021-03-31,25,,,,
132961491RR0001,2021-03-31,25,,,,
119141687RR0001,2021-03-31,25,,,,
780605689RR0001,2021-03-31,25,,,,
892127333RR0001,2021-03-31,25,,,,
766298525RR0001,2021-03-31,25,,,,
108202060RR0001,2021-03-31,25,,,,
772064689RR0001,2021-06-30,25,,,,
103481032RR0001,2021-03-31,25,N,Y,N,N
891266744RR0001,2021-03-31,25,,,,
106705262RR0001,2021-03-31,25,,,,
824295455RR0001,2021-03-31,25,,,,
846302669RR0001,2021-03-31,25,,,,
896305315RR0001,2021-03-31,25,N,N,N,N
867381857RR0001,2021-03-31,25,,,,
824581078RR0001,2021-03-31,25,,,,
892746165RR0001,2021-03-31,25,,,,
130562119RR0001,2021-03-31,25,,,,
775530496RR0001,2021-05-31,25,,,,
837164953RR0001,2021-03-31,25,,,,
858558919RR0001,2021-03-31,25,N,N,N,N
886989797RR0001,2021-03-31,25,,,,
107630295RR0001,2021-03-31,25,,,,
119283687RR0001,2021-03-31,25,,,,
107492837RR0001,2021-03-31,25,,,,
118780485RR0001,2021-03-31,25,,,,
119071009RR0001,2021-06-30,25,,,,
845368760RR0001,2021-03-31,25,,,,
846261220RR0001,2021-03-31,25,,,,
810072942RR0001,2021-03-31,25,,,,
857126148RR0001,2021-03-31,25,,,,
118784842RR0001,2021-03-31,25,,,,
801011719RR0001,2021-03-31,25,,,,
106719495RR0001,2021-03-31,25,,,,
119272383RR0001,2021-06-30,25,N,N,N,N
801964842RR0001,2021-03-31,25,,,,
107402422RR0001,2021-04-30,25,,,,
830244802RR0001,2021-03-31,25,,,,
118973601RR0001,2021-06-30,25,N,N,N,N
857345466RR0001,2021-06-30,25,,,,
139512669RR0001,2021-03-31,25,,,,
107387078RR0001,2021-03-31,25,,,,
135562262RR0001,2021-03-31,25,,,,
108032533RR0001,2021-03-31,25,,,,
853391365RR0001,2021-03-31,25,,,,
733004089RR0001,2021-03-31,25,,,,
118834704RR0001,2021-03-31,25,,,,
890616246RR0001,2021-06-30,25,N,N,N,N
898283551RR0001,2021-03-31,25,,,,
119260883RR0001,2021-03-31,25,,,,
121461313RR0001,2021-03-31,25,,,,
703568329RR0001,2021-03-31,25,,,,
856542394RR0001,2021-06-30,25,,,,
104461066RR0001,2021-03-31,25,,,,
875994519RR0001,2021-03-31,25,,,,
136272424RR0001,2021-03-31,24,,,,
119048676RR0001,2021-03-31,25,,,,
101945756RR0001,2021-03-31,25,,,,
118839844RR0001,2021-03-31,25,,,,
131135980RR0001,2021-03-31,25,,,,
880946876RR0001,2021-03-31,25,,,,
891186264RR0001,2021-06-30,25,,,,
862102704RR0001,2021-05-31,25,,,,
132019134RR0001,2021-03-31,25,,,,
847273414RR0001,2021-06-30,25,,,,
798493938RR0001,2021-03-31,25,,,,
119160091RR0001,2021-03-20,25,,,,
892383969RR0001,2021-03-31,25,,,,
852190248RR0001,2021-03-31,25,,,,
871095006RR0001,2021-06-30,25,,,,
118845932RR0001,2021-03-31,25,,,,
889183398RR0001,2021-06-30,25,,,,
119244606RR0001,2021-05-31,25,,,,
877339275RR0001,2021-03-31,25,,,,
803850916RR0001,2021-03-31,23,,,,
134073576RR0001,2021-04-30,25,,,,
883883415RR0001,2021-03-31,25,,,,
131473514RR0001,2021-03-31,25,,,,
886790799RR0001,2021-06-30,25,,,,
130293137RR0001,2021-03-31,25,,,,
118845577RR0001,2021-03-31,25,,,,
137469425RR0001,2021-03-31,25,N,N,,
890227671RR0001,2021-03-31,25,,,,
776159287RR0001,2021-06-30,25,N,N,N,N
708388897RR0001,2021-03-31,25,,,,
852635234RR0001,2021-03-24,25,,,,
120300587RR0001,2021-03-31,25,,,,
101944296RR0001,2021-03-31,25,,,,
897969267RR0001,2021-03-31,25,,,,
107376063RR0001,2021-03-31,25,,,,
119256634RR0001,2021-03-20,25,,,,
864772751RR0001,2021-03-31,25,,,,
886049394RR0001,2021-06-30,25,,,,
136952801RR0001,2021-03-31,25,,,,
101756351RR0001,2021-03-31,25,,,,
102950458RR0001,2021-06-30,25,,,,
108219106RR0001,2021-03-31,25,,,,
888058757RR0001,2021-03-31,25,,,,
119071108RR0001,2021-04-30,24,,,,
841938467RR0001,2021-07-31,25,,,,
889405395RR0001,2021-03-31,25,,,,
119004620RR0001,2021-03-31,25,,,,
132410671RR0358,2021-05-31,25,,,,
131644171RR0001,2021-03-31,25,,,,
867897639RR0001,2021-03-31,25,N,N,N,N
779398338RR0001,2021-03-31,25,,,,
129947040RR0001,2021-03-31,25,,,,
140739616RR0001,2021-03-31,25,,,,
893421677RR0001,2021-03-31,25,,,,
106871361RR0001,2021-03-31,25,,,,
862314754RR0001,2021-03-31,25,N,N,N,N
118837756RR0001,2021-03-31,24,N,N,,
140952805RR0001,2021-06-30,25,,,,
119285419RR0001,2021-04-30,25,N,N,N,N
890750748RR0001,2021-03-31,25,,,,
119282556RR0001,2021-06-30,25,,,,
846229326RR0001,2021-05-31,25,N,N,N,N
837201425RR0001,2021-03-31,25,,,,
119149672RR0001,2021-05-31,25,,,,
138368162RR0001,2021-04-30,25,,,,
892496845RR0001,2021-06-30,25,,,,
108091216RR0001,2021-03-25,25,,,,
120598404RR0002,2021-03-31,25,,,,
871219440RR0001,2021-03-31,25,N,N,,
119023794RR0001,2021-04-30,25,,,,
137139952RR0001,2021-03-31,25,,,,
868704115RR0001,2021-03-31,24,,,,
869706333RR0001,2021-06-30,25,,,,
118954858RR0001,2021-03-31,25,,,,
119125920RR0001,2021-03-31,25,,,,
889350443RR0001,2021-03-31,25,,,,
868801630RR0001,2021-03-31,25,,,,
107588964RR0001,2021-03-31,25,,,,
107292559RR0001,2021-03-31,25,,,,
118968031RR0001,2021-03-31,24,,,,
868599812RR0001,2021-07-31,25,,,,
822751756RR0001,2021-03-31,25,,,,
107462988RR0001,2021-03-31,25,N,N,,
139617161RR0001,2021-03-31,25,,,,
841336068RR0001,2021-03-31,25,,,,
141331009RR0001,2021-03-31,25,,,,
886314996RR0001,2021-03-31,25,N,N,N,N
895336071RR0001,2021-03-31,25,,,,
108107343RR0001,2021-03-31,25,,,,
871795597RR0001,2021-03-31,25,,,,
891183055RR0001,2021-03-31,23,,,,
107607418RR0001,2021-03-31,25,,,,
106807126RR0001,2021-03-31,25,,,,
872653225RR0001,2021-03-31,25,N,N,,
888984523RR0001,2021-03-31,25,,,,
107397838RR0001,2021-03-31,25,,,,
119111854RR0001,2021-03-31,25,,,,
889369336RR0001,2021-03-31,25,N,N,,
129290383RR0001,2021-03-31,25,,,,
886871037RR0001,2021-03-31,25,,,,
120563143RR0001,2021-03-31,25,,,,
829502160RR0001,2021-03-31,25,,,,
107593204RR0001,2021-03-31,25,,,,
895146165RR0001,2021-03-31,25,,,,
106892714RR0001,2021-03-31,25,,,,
130828098RR0001,2021-03-31,25,,,,
130428220RR0001,2021-03-31,25,,,,
118921493RR0001,2021-03-31,25,N,N,,
135391969RR0001,2021-03-31,25,,,,
119265163RR0001,2021-06-01,25,,,,
891299398RR0001,2021-03-31,25,,,,
118929041RR0001,2021-03-31,25,N,N,,
118845908RR0001,2021-03-31,25,,,,
858561301RR0003,2021-03-31,25,,,,
812160075RR0001,2021-03-31,25,,,,
119015436RR0001,2021-03-31,25,,,,
823221130RR0001,2021-03-31,25,,,,
854791837RR0001,2021-03-31,25,,,,
107508194RR0001,2021-03-31,25,,,,
107692212RR0001,2021-03-31,25,,,,
136159498RR0001,2021-03-31,25,,,,
875699605RR0001,2021-03-31,25,,,,
885910091RR0001,2021-03-31,25,,,,
119232007RR0001,2021-03-31,25,,,,
129987020RR0001,2021-03-31,25,,,,
818274474RR0001,2021-03-31,25,,,,
850448960RR0001,2021-03-31,25,,,,
119160018RR0001,2021-03-20,25,,,,
107775892RR0001,2021-03-31,25,,,,
892678863RR0001,2021-03-31,25,N,N,,
898631866RR0001,2021-03-31,25,,,,
119117372RR0001,2021-03-31,25,,,,
889068094RR0001,2021-03-31,25,,,,
804199867RR0001,2021-03-31,25,N,N,N,N
119070209RR0001,2021-03-31,25,,,,
134016419RR0001,2021-03-31,25,,,,
893096776RR0001,2021-03-31,25,,,,
890644990RR0001,2021-06-30,23,,,,
855409934RR0001,2021-03-31,23,N,N,,
899572861RR0001,2021-03-31,25,,,,
107629008RR0001,2021-03-31,25,,,,
135099075RR0001,2021-05-31,25,,,,
880027016RR0001,2021-03-31,25,,,,
817385818RR0001,2021-03-31,25,,,,
837795293RR0001,2021-03-31,25,,,,
130188980RR0001,2021-03-31,25,,,,
891807646RR0001,2021-03-31,25,,,,
107414112RR0001,2021-03-31,25,,,,
898573951RR0001,2021-03-31,25,,,,
106799471RR0001,2021-03-31,25,,,,
101072254RR0001,2021-03-31,24,,,,
781790928RR0001,2021-03-31,25,,,,
119212868RR0001,2021-03-31,25,,,,
125951327RR0001,2021-03-31,25,,,,
833492804RR0001,2021-03-31,25,,,,
131195562RR0001,2021-03-31,25,,,,
107296972RR0001,2021-03-31,25,,,,
894619154RR0001,2021-03-31,25,,,,
850045188RR0001,2021-03-31,25,,,,
119035434RR0001,2021-03-31,25,N,N,,
107274045RR0001,2021-03-31,25,,,,
889340899RR0001,2021-03-31,25,,,,
741375315RR0001,2021-06-30,24,,,,
119228740RR0001,2021-03-31,24,,,,
892518960RR0001,2021-03-31,24,,,,
119145993RR0001,2021-03-31,25,,,,
872974845RR0001,2021-03-31,25,,,,
898339650RR0001,2021-03-31,23,,,,
846115301RR0001,2021-03-31,25,,,,
898302708RR0001,2021-03-31,25,,,,
893475814RR0001,2021-03-31,25,,,,
879216414RR0001,2021-03-31,25,,,,
119030757RR0001,2021-03-31,25,,,,
106794548RR0001,2021-03-31,25,,,,
119013076RR0001,2021-06-30,23,,,,
872875703RR0001,2021-03-31,25,N,N,N,N
128862521RR0001,2021-03-31,25,,,,
872074497RR0001,2021-03-31,25,,,,
810755595RR0001,2021-03-31,25,,,,
799422464RR0001,2021-06-30,25,,,,
813032844RR0001,2021-03-31,25,,,,
140614538RR0001,2021-03-31,24,,,,
102918729RR0001,2021-03-31,25,,,,
131983439RR0001,2021-03-31,25,,,,
862976784RR0001,2021-03-31,25,,,,
119172385RR0001,2021-03-31,25,,,,
108025990RR0001,2021-03-31,25,,,,
132748807RR0001,2021-03-31,25,,,,
848472791RR0001,2021-06-30,25,N,N,N,N
899379051RR0001,2021-03-31,25,,,,
890844574RR0001,2021-03-31,25,N,N,N,N
106688278RR0001,2021-03-31,23,,,,
106811979RR0001,2021-03-31,25,,,,
107609281RR0001,2021-03-31,25,,,,
882101009RR0001,2021-06-30,25,,,,
846962843RR0001,2021-03-31,25,,,,
891183543RR0001,2021-03-31,25,N,N,N,N
775635113RR0001,2021-03-31,25,,,,
119025856RR0001,2021-03-31,25,N,N,,
100334994RR0001,2021-03-31,25,,,,
118922418RR0001,2021-06-30,25,N,N,N,N
898816095RR0001,2021-03-31,25,,,,
830917803RR0001,2021-03-31,25,,,,
882988140RR0001,2021-03-31,25,,,,
119385631RR0001,2021-03-31,25,,,,
857822175RR0001,2021-03-20,25,,,,
860438209RR0001,2021-03-31,25,,,,
865943088RR0001,2021-03-31,25,,,,
106877202RR0001,2021-03-31,25,,,,
119108090RR0001,2021-03-31,25,,,,
836401349RR0001,2021-03-31,25,,,,
106893605RR0001,2021-03-31,25,,,,
119232635RR0001,2021-03-31,25,,,,
107988735RR0001,2021-03-31,25,,,,
893279679RR0001,2021-03-31,25,,,,
133152215RR0001,2021-03-31,25,,,,
119189900RR0001,2021-03-31,25,,,,
801479825RR0001,2021-03-31,25,,,,
866777899RR0001,2021-03-31,25,N,N,,
872785191RR0001,2021-03-31,25,,,,
136843026RR0001,2021-03-31,25,,,,
118870880RR0001,2021-03-31,25,N,N,N,N
103838231RR0001,2021-03-31,25,,,,
874508922RR0001,2021-03-31,25,,,,
118904887RR0001,2021-03-31,25,,,,
106863038RR0001,2021-03-31,25,,,,
107372120RR0001,2021-03-31,25,,,,
871942579RR0001,2021-03-31,25,,,,
119231306RR0001,2021-03-31,25,,,,
129030086RR0001,2021-03-31,25,,,,
101945558RR0001,2021-03-31,25,,,,
131801714RR0001,2021-03-31,25,,,,
867311995RR0001,2021-03-31,25,,,,
106952633RR0001,2021-03-31,25,,,,
848694766RR0001,2021-03-31,25,,,,
119150043RR0001,2021-04-30,25,,,,
107690117RR0001,2021-03-31,25,,,,
897483046RR0001,2021-03-31,25,,,,
719383523RR0001,2021-03-31,25,N,N,,
119195469RR0001,2021-03-31,25,,,,
867413460RR0001,2021-03-31,25,N,N,,
129199634RR0001,2021-03-31,25,,,,
107588477RR0001,2021-03-31,25,N,N,,
866252745RR0001,2021-06-30,25,,,,
119140135RR0001,2021-03-31,25,,,,
107796708RR0001,2021-03-31,25,,,,
119063477RR0001,2021-03-31,25,,,,
891234742RR0001,2021-03-31,25,,,,
107356016RR0001,2021-03-31,25,,,,
810965368RR0001,2021-05-31,25,N,N,N,N
107009409RR0001,2021-03-31,25,,,,
107830713RR0001,2021-03-31,25,,,,
119063311RR0001,2021-03-31,25,,,,
890808744RR0001,2021-03-31,25,N,N,,
139881544RR0001,2021-03-31,25,,,,
119009884RR0001,2021-03-31,25,,,,
119307411RR0001,2021-03-31,25,,,,
725332712RR0001,2021-03-31,25,N,N,N,N
108167693RR0001,2021-03-31,25,,,,
891181919RR0001,2021-03-31,25,,,,
871616603RR0001,2021-03-31,25,,,,
107810467RR0001,2021-03-31,25,,,,
119125524RR0001,2021-06-30,25,,,,
137708509RR0001,2021-03-31,25,,,,
121935274RR0001,2021-03-31,25,,,,
828082727RR0001,2021-03-31,25,,,,
119030013RR0001,2021-03-31,25,,,,
118784925RR0001,2021-03-31,25,,,,
140591645RR0001,2021-03-31,25,,,,
891972663RR0001,2021-06-30,25,N,N,,
856036140RR0001,2021-03-31,25,,,,
138070578RR0001,2021-03-31,25,,,,
130650575RR0001,2021-03-31,25,,,,
896707262RR0001,2021-03-31,25,,,,
887064038RR0001,2021-03-31,25,,,,
133760132RR0001,2021-03-31,25,,,,
857468300RR0001,2021-03-31,25,,,,
119208262RR0001,2021-03-31,25,,,,
141112722RR0001,2021-03-31,25,,,,
119268894RR0001,2021-04-30,25,,,,
860133867RR0001,2021-03-31,25,,,,
118823459RR0001,2021-03-31,25,,,,
118847573RR0001,2021-03-31,25,,,,
883940827RR0001,2021-07-31,25,,,,
107273989RR0001,2021-03-31,25,,,,
119236792RR0001,2021-03-31,25,,,,
107852964RR0001,2021-03-31,25,,,,
888697794RR0001,2021-03-31,25,N,N,,
119075372RR0001,2021-03-31,25,,,,
738645670RR0001,2021-03-31,25,,,,
119301406RR0001,2021-06-30,25,,,,
129895124RR0001,2021-03-31,25,,,,
119235695RR0001,2021-03-31,25,,,,
118875541RR0001,2021-03-31,25,,,,
864366174RR0001,2021-03-31,25,,,,
869794958RR0001,2021-03-31,25,N,N,N,N
106920184RR0001,2021-03-31,25,,,,
108068727RR0001,2021-03-31,25,,,,
880483706RR0001,2021-03-31,25,,,,
868350547RR0001,2021-05-31,25,,,,
108087313RR0001,2021-03-31,25,,,,
853686962RR0001,2021-03-31,25,,,,
124414731RR0001,2021-03-31,25,,,,
134960723RR0001,2021-03-31,25,N,N,,
861012102RR0001,2021-03-31,25,,,,
818459521RR0001,2021-03-31,25,N,N,,
811116813RR0001,2021-03-31,25,,,,
885916296RR0001,2021-07-31,25,,,,
107951618RR0465,2021-03-31,25,,,,
847665452RR0001,2021-03-31,25,,,,
107951618RR0006,2021-03-31,25,,,,
107951618RR0018,2021-03-31,25,,,,
130301971RR0001,2021-03-31,25,,,,
107951618RR0546,2021-03-31,25,,,,
107951618RR0360,2021-03-31,25,,,,
107951618RR0466,2021-03-31,25,,,,
107951618RR0242,2021-03-31,25,,,,
107951618RR0268,2021-03-31,25,,,,
107951618RR0550,2021-03-31,25,,,,
107951618RR0407,2021-03-31,25,,,,
107951618RR0261,2021-03-31,25,,,,
107951618RR0464,2021-03-31,25,,,,
107951618RR0418,2021-03-31,25,,,,
107951618RR0277,2021-03-31,25,,,,
107951618RR0419,2021-03-31,25,,,,
107951618RR0243,2021-03-31,25,,,,
107951618RR0513,2021-03-31,25,,,,
107951618RR0540,2021-03-31,25,,,,
107951618RR0529,2021-03-31,25,,,,
107951618RR0338,2021-03-31,25,,,,
107951618RR0294,2021-03-31,25,,,,
107951618RR0247,2021-03-31,25,,,,
107951618RR0538,2021-03-31,25,,,,
107951618RR0537,2021-03-31,25,,,,
107951618RR0292,2021-03-31,25,,,,
107951618RR0097,2021-03-31,25,,,,
107951618RR0470,2021-03-31,25,,,,
710082496RR0001,2021-03-31,25,,,,
107951618RR0240,2021-03-31,25,,,,
107951618RR0413,2021-03-31,25,,,,
107951618RR0359,2021-03-31,25,,,,
107951618RR0355,2021-03-31,25,,,,
107951618RR0551,2021-03-31,25,,,,
834542342RR0001,2021-06-30,25,N,N,N,N
107951618RR0484,2021-03-31,25,,,,
107951618RR0416,2021-03-31,25,,,,
107951618RR0233,2021-03-31,25,,,,
107951618RR0014,2021-03-31,25,,,,
107951618RR0582,2021-03-31,25,,,,
103044848RR0001,2021-03-31,24,,,,
