charity_reg_num,full_view_year,directors_worksheet_url,financial_info_url
119052124,2022-03-31,/ebci/hacc/srch/pub/t3010/v25/t3010DrctrsTrstsLkOffcls_dsplyovrvw,/ebci/hacc/srch/pub/t3010/v25/t3010Schdl6_dsplyovrvw
139415707,2022-03-31,/ebci/hacc/srch/pub/t3010/v25/t3010DrctrsTrstsLkOffcls_dsplyovrvw,/ebci/hacc/srch/pub/t3010/v25/t3010Schdl6_dsplyovrvw
